PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,EL-332,CS-318,CS-306,CS-312,CS-317,CGPA
4.0,3.4,4.0,3.4,3.7,4.0,3.7,4.0,3.7,4.0,3.7,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,3.7,3.7,4.0,3.4,4.0,4.0,4.0,3.7,4.0,3.861
1.7,1.0,1.4,1.0,1.4,1.4,1.4,1.0,2.0,3.0,1.4,3.4,1.4,2.0,1.4,1.7,3.0,1.4,1.4,3.4,1.0,1.0,1.4,1.0,2.7,2.4,1.4,1.4,1.4,1.0,1.7,1.0,1.7,1.805
4.0,2.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.925
4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,3.919
4.0,2.7,4.0,3.7,2.7,3.7,2.7,3.7,3.7,3.7,2.0,4.0,3.7,3.4,3.7,3.7,3.0,3.7,2.4,3.7,3.0,3.0,3.0,2.7,3.7,2.4,3.7,1.7,4.0,3.4,3.4,2.0,3.4,3.258
4.0,3.4,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.963
2.4,2.0,3.7,2.7,2.7,1.7,1.0,2.7,2.4,2.0,1.0,4.0,3.7,3.7,3.7,1.7,2.4,2.7,2.4,4.0,1.7,1.4,2.4,1.0,2.4,1.4,2.4,1.4,2.4,3.4,2.0,1.4,2.7,2.396
4.0,2.4,3.7,2.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,4.0,3.7,3.772
1.0,1.7,1.4,1.0,2.7,1.0,1.7,1.7,1.7,2.0,1.0,1.0,1.0,2.4,1.4,2.7,1.4,1.0,1.0,1.0,1.0,2.7,1.4,2.7,1.0,1.0,2.4,4.0,3.7,3.0,2.7,1.4,2.7,1.768
3.7,2.0,3.7,2.7,2.0,2.7,3.7,3.7,2.4,3.7,2.4,4.0,2.4,3.7,3.0,3.7,2.7,3.7,2.0,3.7,3.4,3.7,2.7,3.0,3.7,2.4,3.4,2.0,3.0,2.7,3.4,2.7,3.0,3.176
3.4,2.7,3.7,3.4,2.7,3.7,3.4,3.4,3.7,4.0,2.4,3.7,3.0,3.7,1.7,3.7,3.4,3.7,3.7,2.4,3.0,3.4,3.0,1.7,3.4,3.7,3.7,2.4,3.4,3.7,3.7,3.0,3.0,3.335
4.0,1.4,4.0,2.4,4.0,3.7,3.4,4.0,3.7,4.0,3.4,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,3.7,4.0,4.0,2.7,3.4,4.0,4.0,4.0,4.0,3.7,3.7,3.0,4.0,3.758
4.0,1.7,4.0,2.4,1.0,3.7,2.0,3.7,4.0,3.7,2.4,3.7,3.0,4.0,3.7,3.7,3.7,4.0,3.7,4.0,3.0,3.4,3.0,2.0,3.4,2.4,3.4,2.7,3.7,2.7,3.4,3.0,3.0,3.208
1.4,1.0,1.7,1.0,1.0,1.4,1.7,2.0,3.0,2.0,1.0,3.0,1.0,2.7,1.0,2.7,1.0,1.4,1.0,1.4,1.0,2.0,1.7,1.4,2.7,1.0,2.0,1.0,1.7,1.4,1.7,1.4,1.0,1.845
3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.946
3.7,2.0,4.0,3.7,3.4,3.7,1.4,3.7,4.0,3.7,1.7,4.0,3.0,3.7,4.0,3.7,1.7,3.7,2.4,4.0,2.7,3.4,2.7,1.7,3.7,2.4,3.0,2.7,3.7,2.4,3.4,1.7,3.0,3.195
2.4,1.4,2.4,1.7,1.7,2.7,1.7,1.4,3.4,2.4,1.0,4.0,2.0,3.4,1.7,3.0,1.4,3.0,1.7,1.0,1.7,1.4,3.0,2.4,2.7,3.0,2.7,1.0,3.0,2.7,2.4,2.0,1.7,2.3
4.0,2.7,3.4,3.7,3.7,4.0,3.7,3.7,4.0,4.0,3.4,4.0,3.7,4.0,3.7,4.0,3.7,4.0,3.7,4.0,3.7,4.0,4.0,2.4,4.0,3.7,4.0,3.0,4.0,4.0,3.7,3.4,3.7,3.759
3.7,1.7,4.0,3.0,4.0,4.0,2.4,4.0,3.7,3.7,3.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,2.7,4.0,3.4,3.7,3.7,1.4,3.7,3.4,3.7,2.7,3.7,3.4,3.7,2.4,3.7,3.516
3.0,1.7,3.7,2.4,2.0,1.7,1.0,2.4,2.7,3.4,1.0,4.0,1.0,3.7,2.0,2.0,1.0,1.4,1.0,1.7,1.0,1.0,2.0,2.7,2.4,1.0,2.0,1.4,1.7,1.0,1.7,1.0,1.7,2.087
4.0,1.4,3.7,1.4,4.0,3.7,1.4,3.7,3.7,2.4,3.4,4.0,2.7,3.4,3.7,3.0,2.7,3.7,3.7,1.7,2.4,2.7,3.7,1.7,3.4,3.0,3.7,1.7,3.0,3.0,3.0,2.0,3.0,3.137
2.4,1.7,1.4,2.0,1.7,3.0,1.4,2.0,2.0,1.7,3.4,2.7,1.7,2.4,1.4,2.0,1.0,1.7,1.0,1.0,1.0,1.4,1.4,1.0,2.0,2.4,2.0,1.0,1.4,4.0,1.7,1.4,1.0,2.011
2.7,2.7,2.0,2.7,2.4,2.4,1.4,2.4,3.7,2.0,2.7,4.0,1.4,3.7,1.7,3.4,1.0,2.0,1.0,2.4,1.4,1.4,1.7,1.7,3.7,2.7,3.7,1.4,2.7,1.7,2.7,1.7,3.0,2.566
3.7,2.0,3.7,3.4,3.4,4.0,1.4,3.7,3.7,3.4,2.7,3.7,2.0,3.7,3.7,3.7,3.7,4.0,2.7,4.0,3.7,2.7,2.7,1.4,2.7,2.4,2.7,1.7,2.4,2.0,3.4,1.7,2.7,2.999
3.0,1.7,1.7,2.0,1.0,2.4,1.0,2.7,3.7,1.7,1.0,4.0,1.0,2.7,1.4,2.0,3.4,1.0,1.0,1.4,1.7,2.4,1.0,1.4,3.7,1.0,1.7,1.0,1.0,1.4,2.0,1.4,1.4,1.993
3.7,1.4,3.7,3.0,3.7,3.7,2.7,3.7,3.7,3.7,1.7,3.7,3.4,4.0,4.0,4.0,2.7,3.4,2.4,3.7,3.4,3.7,3.7,1.7,3.4,3.7,3.7,2.4,4.0,3.0,3.7,2.4,3.7,3.334
1.0,3.7,1.0,1.7,2.4,1.7,1.4,2.0,1.4,2.0,2.4,3.7,1.7,3.4,1.4,1.7,1.0,1.4,1.7,1.7,1.0,1.0,2.7,2.4,3.0,3.0,2.0,1.0,3.0,2.7,1.7,1.4,1.4,2.056
3.0,2.7,2.4,1.7,4.0,3.7,2.4,2.4,2.7,3.4,1.4,3.4,1.4,3.0,2.0,2.7,1.0,2.4,1.4,3.0,3.0,1.0,3.7,1.4,3.0,2.0,2.7,1.0,3.0,4.0,1.7,2.4,1.7,2.552
2.4,3.0,2.7,1.7,1.4,2.7,2.4,2.4,2.7,3.4,2.7,4.0,1.0,2.0,1.7,1.4,1.0,2.4,1.7,1.4,1.0,1.4,1.4,2.0,3.0,1.0,2.4,1.4,1.7,1.4,1.7,1.7,1.0,2.028
3.4,2.7,3.4,2.7,1.0,3.7,2.4,3.7,3.7,3.7,1.7,4.0,3.4,2.7,3.7,3.7,2.4,3.7,3.4,3.7,3.4,3.7,3.4,2.7,3.7,3.4,3.0,2.7,3.0,2.7,3.7,2.7,3.0,3.189
2.7,1.0,2.4,2.4,1.0,3.4,2.4,3.4,3.4,2.7,3.4,3.0,3.7,2.7,1.4,3.7,2.4,4.0,2.7,3.7,3.0,1.7,3.4,1.0,2.4,1.4,2.4,1.4,1.4,1.7,3.4,1.4,2.0,2.58
3.7,3.4,3.7,3.0,4.0,4.0,3.4,3.7,3.7,4.0,3.4,4.0,4.0,3.7,3.4,4.0,3.7,4.0,3.7,4.0,3.7,3.7,4.0,2.0,3.7,3.7,3.7,2.7,4.0,3.7,3.4,3.4,3.7,3.651
3.7,1.4,3.7,1.0,4.0,2.7,1.0,3.4,3.7,3.7,1.4,4.0,4.0,3.7,3.7,2.7,1.7,2.4,2.7,3.7,2.4,2.4,3.7,1.4,3.0,2.7,3.0,2.0,3.7,3.4,2.4,2.0,2.0,2.928
3.7,1.0,3.7,3.0,3.4,4.0,1.4,3.7,3.7,3.7,1.4,4.0,2.7,3.7,2.0,2.7,2.4,2.7,1.7,3.7,2.7,2.0,3.0,1.0,2.7,1.4,2.7,1.7,2.7,2.0,3.0,1.7,2.0,2.659
3.4,2.7,4.0,3.0,3.0,3.7,1.4,3.7,3.0,3.0,1.7,3.7,3.7,3.7,3.7,3.7,3.4,2.7,3.7,2.7,3.7,3.0,3.7,2.7,3.7,2.7,3.0,1.4,3.4,2.7,2.7,2.4,3.4,3.174
3.7,2.0,2.7,3.0,2.0,4.0,3.4,3.7,3.7,2.7,4.0,3.7,2.7,4.0,1.7,3.7,2.7,3.7,2.4,3.4,2.7,2.0,3.0,2.0,3.7,2.0,2.7,2.0,3.0,2.7,3.7,2.4,2.0,3.03
2.0,1.0,2.7,1.7,1.4,3.0,1.4,2.0,2.0,1.7,1.4,4.0,1.4,3.4,2.7,3.0,1.0,2.7,2.0,2.4,1.0,1.4,2.0,2.0,3.4,1.4,3.4,1.4,1.7,1.7,2.7,1.4,1.7,2.208
3.4,1.7,2.7,1.4,2.7,3.4,1.4,3.7,3.0,3.7,2.0,4.0,2.7,3.0,2.7,3.0,1.7,3.4,2.7,3.0,2.0,2.7,3.4,1.7,3.0,1.7,3.4,1.7,3.4,1.4,1.4,1.7,2.4,2.698
3.7,1.7,3.4,2.7,1.4,3.7,1.7,3.4,3.7,3.7,1.7,3.7,3.7,3.4,2.4,3.0,2.4,2.7,1.4,2.7,1.7,2.7,2.4,1.4,2.7,3.0,3.4,1.7,2.7,3.4,3.0,1.7,2.7,2.823
3.7,2.0,2.7,1.0,1.0,2.7,2.0,2.7,3.7,3.7,1.0,3.7,2.4,3.0,2.7,2.7,1.4,3.0,1.7,1.7,1.4,2.4,2.0,1.0,2.7,1.4,3.7,1.4,2.0,1.4,3.0,1.4,2.0,2.407
2.7,1.7,1.7,1.0,1.7,3.7,2.4,1.4,1.4,2.4,1.0,3.7,2.7,2.7,1.0,3.0,3.0,3.0,2.4,4.0,2.0,2.7,3.0,1.7,2.7,1.4,2.7,1.0,2.7,1.7,2.4,2.0,2.0,2.379
3.7,1.4,3.4,1.0,2.0,3.4,2.4,3.0,3.0,3.0,3.7,3.0,1.4,2.4,2.4,3.7,2.7,3.7,2.0,3.0,1.4,1.7,2.7,1.4,2.7,1.4,3.7,1.4,3.0,1.7,2.7,1.4,2.4,2.579
3.7,1.4,3.7,1.4,3.0,4.0,2.0,3.7,3.7,4.0,2.4,3.7,4.0,3.4,2.4,3.4,2.4,3.7,3.4,3.7,2.0,2.0,2.4,1.4,2.4,1.4,3.7,1.4,3.0,2.4,2.7,1.4,2.4,2.711
1.0,1.4,1.7,1.0,1.7,1.7,1.0,1.7,2.7,1.7,1.0,2.4,1.4,2.0,1.0,1.4,1.7,1.0,1.7,2.4,1.0,1.0,2.0,1.4,1.7,1.0,1.4,1.4,1.7,1.0,1.0,1.7,1.7,1.714
1.7,2.4,0.0,0.0,0.0,3.0,0.0,0.0,3.7,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.653
1.4,1.4,2.0,1.4,1.0,1.7,1.4,1.0,1.4,1.4,1.7,3.7,1.0,1.4,1.0,1.0,1.0,1.4,1.7,1.4,1.0,2.7,1.7,1.4,2.4,1.0,1.7,1.4,1.0,2.0,3.7,1.7,2.4,1.749
1.4,1.0,2.0,1.7,1.0,1.0,1.0,1.4,2.4,1.0,1.7,3.7,1.0,2.0,1.0,1.4,3.0,1.7,1.4,1.4,1.7,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,2.4,1.708
4.0,2.7,3.4,3.0,3.7,3.7,4.0,4.0,4.0,1.7,3.7,3.7,2.0,3.7,2.7,2.7,4.0,3.7,2.7,4.0,3.0,2.7,3.0,2.4,2.7,3.7,3.0,3.0,4.0,3.7,3.4,2.7,3.0,3.363
1.4,3.4,1.0,2.0,1.0,2.4,2.7,1.0,2.0,1.0,1.0,2.7,1.0,1.4,1.4,1.4,1.0,1.0,1.0,1.4,1.4,2.7,2.7,1.7,2.0,1.0,3.7,2.4,2.7,1.7,1.0,2.0,1.7,1.763
2.4,2.7,3.0,3.7,4.0,3.7,2.0,0.0,3.7,2.4,1.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.943
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.0
4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.906
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,4.0,3.7,4.0,3.7,3.7,3.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.873
3.7,2.4,4.0,3.7,2.7,4.0,3.0,2.4,3.0,1.7,4.0,3.4,3.7,4.0,4.0,2.4,2.4,1.4,2.4,3.7,2.4,2.7,2.7,2.7,3.7,2.0,3.7,3.7,3.4,3.7,3.7,2.0,3.7,3.217
3.7,3.7,3.7,1.7,2.4,4.0,3.4,3.4,3.7,1.0,3.7,3.7,3.7,3.0,1.7,2.7,1.4,2.0,1.7,2.7,1.4,2.0,1.4,2.0,2.4,1.7,3.0,2.7,2.7,3.4,3.7,1.7,1.7,2.603
4.0,3.7,4.0,4.0,3.0,3.7,3.7,3.4,3.0,4.0,4.0,3.7,4.0,4.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,2.7,3.4,3.7,3.7,3.7,3.0,4.0,4.0,3.7,3.7,3.625
4.0,3.4,4.0,4.0,3.7,4.0,3.7,3.4,3.7,4.0,4.0,3.7,3.7,4.0,2.7,3.0,2.7,3.7,3.7,3.7,2.7,2.7,1.0,2.4,3.7,2.7,3.7,4.0,3.0,3.7,3.7,2.7,3.0,3.366
4.0,2.7,4.0,4.0,3.4,4.0,3.7,3.0,3.7,3.0,4.0,3.7,3.0,4.0,4.0,3.7,1.7,3.0,2.7,3.7,2.7,3.4,3.7,2.4,3.7,3.4,4.0,4.0,3.4,3.7,4.0,2.4,4.0,3.513
3.7,2.4,3.7,3.7,2.7,4.0,2.7,1.7,2.0,2.7,3.7,3.4,2.0,3.4,2.7,1.7,1.4,2.0,2.7,3.0,1.7,2.0,1.7,2.7,2.4,2.4,2.7,2.4,3.4,3.4,3.7,1.4,2.4,2.631
3.7,3.7,4.0,4.0,3.7,4.0,4.0,2.4,4.0,3.4,4.0,3.7,4.0,4.0,3.7,3.7,2.0,3.7,2.4,3.7,2.7,2.4,1.0,3.4,1.7,3.0,3.4,4.0,3.4,3.7,3.7,3.4,2.7,3.365
4.0,3.0,3.7,3.0,3.4,3.7,1.7,3.7,3.4,1.7,4.0,3.0,2.4,3.7,2.4,2.7,1.7,1.7,2.7,3.4,1.4,2.7,1.0,2.7,3.4,2.7,3.7,3.0,3.4,3.7,3.7,2.0,2.0,2.936
3.7,3.7,3.7,2.7,3.0,3.7,2.7,3.7,3.4,1.0,3.7,3.0,2.0,4.0,2.0,1.7,3.7,1.4,1.0,3.7,1.4,1.4,1.0,1.7,3.7,1.4,3.4,1.7,2.4,3.4,3.7,1.4,2.0,2.603
3.7,3.7,4.0,4.0,3.7,4.0,3.7,3.4,2.0,3.0,4.0,4.0,3.7,3.7,1.4,3.7,1.7,3.4,3.7,3.7,3.4,3.0,2.4,3.4,3.4,3.7,3.7,3.4,3.4,3.7,3.7,3.0,2.7,3.254
4.0,3.7,3.7,4.0,3.7,4.0,4.0,3.7,3.7,3.7,4.0,3.4,4.0,4.0,3.7,4.0,3.7,3.7,3.7,3.7,3.7,3.7,2.7,3.0,3.0,4.0,3.7,3.7,3.0,4.0,4.0,3.7,3.7,3.662
3.7,2.7,3.7,4.0,2.7,4.0,3.0,3.4,3.0,3.4,3.7,3.7,3.7,3.7,2.7,3.7,3.4,3.7,3.4,3.7,3.4,3.7,2.0,3.0,3.4,2.4,3.0,3.7,3.7,3.4,3.4,1.7,2.7,3.182
3.7,3.7,3.7,4.0,3.7,4.0,3.7,3.7,2.7,2.7,3.7,2.7,2.4,4.0,1.4,3.7,2.0,3.4,2.0,4.0,3.7,2.7,3.0,1.7,3.7,2.0,3.4,3.0,3.4,3.7,3.7,1.4,2.7,3.114
4.0,1.4,3.7,4.0,3.7,4.0,4.0,4.0,3.4,3.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.4,3.7,4.0,3.4,4.0,3.7,2.7,3.4,3.7,4.0,4.0,3.0,4.0,4.0,3.7,4.0,3.725
4.0,4.0,4.0,3.4,4.0,4.0,3.4,3.0,2.4,3.4,4.0,3.7,3.0,4.0,1.4,3.7,1.7,3.0,3.0,3.4,3.7,3.7,2.7,3.0,3.7,3.7,3.7,2.7,2.7,4.0,3.4,2.0,3.0,3.261
4.0,3.7,3.7,3.4,3.7,4.0,3.7,3.0,2.7,3.7,4.0,3.7,4.0,4.0,2.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,2.4,2.7,2.0,4.0,4.0,3.7,3.7,3.7,3.7,3.7,4.0,3.5
4.0,2.7,4.0,4.0,3.0,4.0,3.7,3.7,4.0,3.7,4.0,3.7,3.7,4.0,4.0,3.7,2.7,2.7,3.7,3.7,3.4,3.7,3.0,2.7,2.0,3.7,4.0,4.0,3.0,4.0,4.0,3.4,4.0,3.571
4.0,2.7,3.4,4.0,3.0,4.0,4.0,2.7,3.0,2.7,4.0,3.7,3.7,4.0,3.7,3.4,1.7,2.7,2.0,3.7,3.0,3.0,2.7,2.7,2.7,3.0,3.4,3.7,3.4,3.7,3.7,2.0,3.4,3.227
4.0,3.4,3.0,3.0,3.7,4.0,3.4,2.4,3.4,2.7,3.7,3.0,2.7,4.0,2.7,3.7,2.0,2.7,2.4,3.7,2.0,2.0,2.0,2.0,2.4,2.4,3.4,2.7,3.0,3.0,3.7,2.0,2.0,2.918
4.0,3.7,4.0,4.0,3.7,4.0,4.0,2.7,3.4,3.7,4.0,4.0,3.7,4.0,4.0,4.0,3.7,3.4,3.7,3.7,3.4,3.4,2.0,2.4,3.4,3.7,3.7,3.7,3.7,4.0,3.7,3.4,3.7,3.625
4.0,3.4,4.0,4.0,3.7,4.0,4.0,2.4,3.4,3.7,4.0,4.0,3.7,4.0,4.0,4.0,3.0,3.7,3.4,4.0,3.4,3.7,2.7,3.4,2.7,3.7,4.0,3.7,3.7,3.7,3.7,3.4,4.0,3.672
4.0,3.7,3.7,2.4,3.7,3.7,3.7,3.0,3.4,3.7,3.7,3.7,2.7,3.7,2.0,3.7,1.7,3.0,2.7,3.4,2.7,3.7,1.7,2.4,2.7,3.0,3.7,3.7,2.7,3.7,4.0,2.7,3.4,3.241
4.0,2.4,3.7,4.0,2.4,3.7,3.0,2.0,3.4,1.4,4.0,3.7,3.0,4.0,3.7,2.4,1.4,1.4,1.7,2.7,1.7,3.4,1.7,2.7,3.4,2.0,3.7,3.7,2.7,3.4,3.7,1.7,2.7,2.982
3.4,3.7,3.7,3.7,3.7,3.7,2.7,3.4,2.7,3.0,4.0,3.0,3.7,4.0,3.4,3.7,2.7,3.4,3.7,3.7,2.4,2.4,1.7,2.4,2.7,3.0,3.7,3.7,3.7,3.0,3.7,3.0,3.0,3.246
4.0,4.0,3.7,4.0,3.7,4.0,4.0,3.7,2.4,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,3.7,4.0,3.7,3.7,3.4,3.7,3.7,2.7,4.0,4.0,4.0,3.7,4.0,4.0,3.4,4.0,3.759
2.7,2.4,3.7,3.7,2.7,4.0,2.0,2.7,2.7,1.4,3.7,2.4,1.4,2.7,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.7,1.0,1.7,2.0,1.4,2.7,1.0,2.0,3.7,2.7,2.4,1.0,2.35
3.7,1.7,2.7,3.7,2.4,3.7,3.0,2.4,3.7,2.0,3.7,2.4,3.0,4.0,1.7,3.0,2.4,1.7,2.0,3.4,1.7,3.7,2.7,2.7,2.0,2.7,3.7,2.7,2.7,3.7,3.7,2.7,2.7,2.947
2.0,3.0,3.0,1.4,2.7,3.7,1.7,1.4,1.7,1.0,3.0,3.7,1.0,3.7,1.0,2.0,1.0,1.4,1.4,2.7,1.4,1.4,1.4,2.7,2.7,1.7,3.0,2.7,2.4,3.4,3.4,3.7,1.7,2.394
4.0,3.0,4.0,4.0,3.7,4.0,3.7,3.7,4.0,3.7,4.0,3.7,4.0,4.0,3.7,4.0,3.4,3.7,3.7,3.7,3.4,3.7,3.4,3.0,2.7,3.7,4.0,4.0,3.7,3.7,4.0,3.7,3.7,3.723
3.7,2.4,3.7,4.0,3.0,4.0,3.7,3.0,3.7,2.7,4.0,3.7,3.7,4.0,4.0,3.7,2.4,3.0,2.4,4.0,2.7,3.4,1.0,2.4,3.7,2.4,3.7,3.7,3.7,3.4,3.7,2.7,2.7,3.266
3.7,2.0,3.4,3.0,3.4,4.0,3.7,3.0,3.7,1.4,4.0,2.0,3.7,3.7,3.4,2.4,1.7,1.7,1.4,3.7,1.4,2.0,1.4,1.4,3.0,1.4,2.0,2.4,3.4,3.0,3.0,1.4,1.4,2.528
4.0,2.7,3.4,4.0,3.7,4.0,4.0,3.4,3.4,3.7,4.0,3.7,4.0,3.7,3.7,3.7,2.7,3.0,3.7,4.0,3.4,3.7,2.7,2.0,2.0,3.7,3.4,3.7,3.4,3.7,3.7,2.0,2.4,3.369
4.0,3.7,3.7,4.0,3.4,4.0,3.7,3.0,3.7,3.7,3.7,2.0,3.7,3.7,3.0,3.0,3.7,3.4,3.0,3.7,3.4,2.7,2.7,1.4,3.0,1.7,3.0,2.7,3.4,2.4,3.0,1.7,1.7,3.044
3.7,3.4,2.7,4.0,3.4,3.7,3.4,3.0,2.0,3.7,4.0,3.0,3.7,3.7,2.4,3.7,1.7,3.0,2.0,3.7,2.7,2.4,1.7,1.7,1.7,2.7,3.0,4.0,3.4,2.4,3.7,2.0,3.4,3.076
3.7,3.4,3.0,3.7,3.0,3.7,2.7,3.0,2.4,2.7,4.0,3.7,3.7,3.4,2.4,2.7,1.4,2.4,1.7,3.7,2.0,2.7,1.0,2.7,2.7,1.4,3.0,2.0,3.7,2.7,3.7,1.7,1.7,2.749
2.0,3.7,1.7,4.0,3.7,3.0,3.7,3.7,1.7,3.7,4.0,2.4,3.7,3.7,2.7,3.7,3.7,3.7,3.0,3.7,3.7,2.0,4.0,2.4,2.0,2.0,3.4,3.4,3.4,2.4,3.7,2.4,2.0,3.074
4.0,3.7,3.7,4.0,4.0,3.7,4.0,3.0,3.7,3.7,4.0,3.7,4.0,4.0,4.0,3.7,3.4,3.7,3.7,3.7,4.0,3.7,3.4,3.0,3.7,3.7,3.7,4.0,4.0,3.7,4.0,2.7,4.0,3.736
3.7,1.4,2.7,2.4,2.4,3.0,1.4,1.7,1.7,1.4,3.4,3.7,2.4,3.4,1.7,1.7,1.4,1.7,1.4,3.7,1.4,1.7,3.7,2.0,2.7,1.4,2.7,1.7,2.4,2.7,3.7,1.0,3.7,2.311
3.7,3.4,3.7,3.7,3.4,3.7,3.4,2.7,3.0,1.7,4.0,3.7,2.7,4.0,2.0,3.4,1.7,2.7,1.7,3.7,2.7,2.4,1.4,2.7,3.0,2.4,3.7,3.0,3.0,3.4,3.7,1.0,2.4,2.971
4.0,3.4,3.7,4.0,3.7,3.7,3.7,2.7,2.7,3.7,4.0,4.0,4.0,3.7,3.7,3.7,3.0,3.7,3.7,4.0,3.7,2.7,2.7,2.7,3.7,3.7,4.0,4.0,3.0,3.7,4.0,3.7,4.0,3.585
2.7,2.0,2.7,2.4,2.0,2.7,1.4,1.4,2.0,1.0,2.4,1.4,1.0,2.0,1.0,1.0,2.0,1.4,1.4,2.7,1.4,2.4,3.7,2.0,2.0,1.7,1.4,1.0,2.4,2.7,2.0,3.4,1.0,2.053
3.0,3.7,3.4,2.7,3.0,3.7,3.4,3.4,1.4,3.0,3.0,2.4,1.4,4.0,1.0,3.0,1.4,3.7,2.7,3.7,3.7,2.4,1.4,1.7,3.0,2.4,3.7,2.0,3.7,3.7,3.7,2.7,2.4,2.895
