PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,EL-332,CS-318,CS-306,CS-312,CS-317,CGPA
1.4,1.0,1.7,1.0,1.7,2.0,3.4,1.4,1.7,1.4,1.0,2.7,1.0,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.4,2.0,2.4,1.7,1.0,1.0,2.0,1.0,1.4,1.7,1.0,1.4,1.7,2.086
3.7,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.919
3.4,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.972
3.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,4.0,3.7,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,3.856
3.4,3.0,4.0,3.4,3.7,4.0,3.4,3.4,3.4,4.0,4.0,4.0,3.7,3.0,4.0,4.0,4.0,3.4,4.0,4.0,3.7,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,3.772
1.0,1.7,1.0,2.0,1.0,1.0,2.7,0.0,1.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0,1.4,2.4,2.4,1.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0.998
2.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.943
3.0,2.0,3.0,2.4,3.4,3.0,3.0,3.4,3.4,3.0,3.0,4.0,2.7,3.0,3.7,2.4,3.0,2.0,2.7,3.7,3.7,3.4,3.0,2.7,2.0,3.4,3.0,3.0,3.7,2.0,3.0,4.0,3.0,3.071
3.0,2.7,4.0,3.4,4.0,3.0,3.4,4.0,3.4,2.0,3.4,4.0,4.0,3.7,4.0,4.0,3.4,3.0,3.7,4.0,3.0,3.7,3.7,3.4,3.0,3.7,4.0,3.7,3.4,3.0,4.0,4.0,4.0,3.605
3.7,2.4,4.0,3.7,4.0,3.7,3.7,4.0,3.7,3.0,3.4,4.0,3.4,4.0,4.0,3.7,3.4,3.0,3.7,4.0,3.0,3.7,4.0,3.4,3.4,3.7,4.0,4.0,3.7,3.0,3.7,4.0,4.0,3.653
1.0,1.4,1.0,2.0,1.7,1.4,3.0,1.7,2.0,1.7,1.4,2.0,3.0,2.0,1.4,2.0,2.4,2.4,2.0,2.0,1.7,1.7,3.0,2.4,2.4,1.7,3.4,1.4,0.0,0.0,1.0,1.0,0.0,1.876
2.4,3.0,4.0,3.7,4.0,3.0,3.7,4.0,2.7,3.0,3.7,4.0,3.4,4.0,4.0,4.0,3.7,3.0,3.4,4.0,2.7,3.0,3.7,3.4,3.7,4.0,4.0,4.0,3.4,3.4,4.0,4.0,4.0,3.668
1.4,2.0,2.7,2.7,3.4,2.4,3.4,2.7,1.7,2.0,2.7,3.4,1.7,1.4,3.4,3.4,2.4,1.7,3.0,4.0,2.4,2.7,2.7,2.7,2.0,2.7,3.7,3.0,3.4,2.0,3.4,4.0,3.4,2.791
1.0,3.4,1.0,1.7,1.7,4.0,3.4,1.0,1.4,2.0,2.4,3.0,1.0,1.0,2.4,1.0,2.4,3.0,2.0,1.4,2.4,1.0,1.7,2.0,2.7,1.4,1.0,3.4,1.7,2.7,1.4,4.0,1.0,1.919
2.0,1.7,3.0,1.7,3.4,3.0,3.4,2.7,2.4,2.0,2.4,3.7,1.4,1.0,3.0,2.4,2.7,3.0,1.7,3.4,2.7,1.7,4.0,3.0,1.7,3.7,3.0,3.7,2.7,1.0,3.0,4.0,2.7,2.775
3.0,3.0,3.7,2.0,3.0,2.7,3.0,3.7,3.4,3.4,3.4,4.0,1.0,2.7,2.7,2.0,2.4,3.0,2.0,2.7,3.7,2.0,3.0,3.0,2.0,3.0,2.4,2.0,2.4,3.0,1.4,3.7,1.4,2.654
2.0,3.4,3.7,2.7,3.4,2.4,2.7,4.0,3.0,2.7,3.0,3.0,3.0,3.7,4.0,3.4,3.7,3.4,3.7,4.0,3.4,3.7,3.7,3.0,3.0,3.7,3.0,4.0,3.7,3.4,3.4,4.0,3.0,3.416
2.4,2.7,1.7,3.0,3.7,1.4,3.7,3.7,2.0,1.4,2.0,4.0,1.0,2.0,4.0,4.0,2.7,1.4,2.7,3.4,3.7,2.7,3.4,3.0,2.4,3.7,3.4,3.4,3.4,2.0,3.4,4.0,3.0,3.017
3.0,3.4,4.0,3.4,4.0,4.0,3.0,4.0,4.0,3.4,4.0,4.0,3.7,4.0,3.7,3.4,4.0,2.7,3.7,4.0,2.7,4.0,3.7,2.7,3.0,4.0,3.4,4.0,3.7,3.7,3.4,4.0,3.0,3.656
3.0,3.7,4.0,3.4,4.0,3.4,3.7,4.0,4.0,4.0,4.0,4.0,2.7,3.7,4.0,4.0,4.0,2.7,4.0,4.0,3.7,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,3.798
1.0,1.7,1.4,3.0,4.0,2.7,3.0,3.4,2.4,2.4,2.4,4.0,1.4,3.0,2.7,3.4,3.4,2.4,3.0,3.7,2.7,3.0,3.0,2.7,2.0,3.0,3.0,2.7,2.7,1.4,3.0,4.0,2.7,2.736
1.7,2.0,2.0,3.4,4.0,2.4,3.0,3.7,2.4,2.4,3.0,3.0,2.7,3.4,3.7,3.4,2.0,3.0,3.0,3.7,3.0,1.7,3.4,2.7,2.7,3.7,4.0,3.7,3.4,2.0,3.4,4.0,3.7,3.156
2.7,4.0,4.0,4.0,3.7,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,3.4,3.7,4.0,3.7,4.0,4.0,3.0,4.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,3.4,3.84
2.0,2.0,3.0,3.7,3.7,2.4,3.0,4.0,1.7,1.7,3.0,3.4,3.7,3.4,3.7,3.4,3.4,3.4,2.0,3.4,1.7,2.4,3.7,2.7,1.7,3.7,4.0,3.4,2.4,1.7,3.4,4.0,3.0,3.058
2.0,2.0,3.7,3.0,3.4,3.0,3.4,3.7,3.0,3.4,3.7,4.0,1.0,3.0,3.7,2.7,3.4,2.7,3.0,3.7,3.7,3.4,4.0,3.0,3.4,4.0,4.0,3.7,3.4,2.7,3.0,4.0,2.4,3.318
1.4,2.4,3.4,3.4,3.4,2.0,3.0,4.0,1.7,2.4,3.0,3.0,2.4,2.7,3.7,3.7,2.4,3.0,2.0,3.0,3.4,2.0,3.7,3.0,1.7,3.4,3.0,3.4,2.0,2.0,3.4,4.0,3.4,2.922
1.0,1.0,1.0,1.0,2.4,2.0,3.0,1.4,2.4,1.0,2.4,1.7,3.4,1.4,3.0,1.7,2.4,2.7,3.0,2.0,2.0,1.0,1.7,3.0,1.0,2.4,3.0,3.0,2.0,1.0,2.0,3.7,1.7,2.196
2.4,2.7,3.4,3.0,4.0,3.0,3.4,4.0,3.0,3.0,3.4,4.0,1.7,3.4,3.7,4.0,3.0,3.7,3.4,3.7,3.0,2.0,4.0,3.0,2.7,3.7,3.7,3.4,3.4,1.7,3.7,4.0,3.0,3.335
3.7,3.0,4.0,3.4,4.0,3.7,3.7,4.0,4.0,2.7,3.7,3.7,2.0,4.0,3.7,3.4,3.4,2.4,3.7,4.0,3.4,3.0,4.0,3.4,3.7,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,3.659
3.0,2.0,3.4,2.0,3.7,2.0,3.7,4.0,3.4,2.4,3.7,3.0,3.7,3.7,3.4,3.0,4.0,2.0,3.0,3.4,4.0,3.0,3.0,3.0,3.0,3.4,2.7,3.4,3.4,3.0,2.7,4.0,3.4,3.167
1.4,3.7,4.0,3.0,4.0,1.7,3.4,2.7,3.0,2.4,4.0,3.7,1.7,3.7,4.0,3.0,4.0,1.4,4.0,4.0,3.4,4.0,3.7,2.7,3.0,3.4,2.7,4.0,4.0,3.4,4.0,4.0,3.0,3.418
1.4,2.0,2.0,2.0,2.4,1.4,3.4,1.4,1.0,1.7,2.4,2.4,1.0,2.0,3.7,3.7,1.4,2.4,2.7,3.4,3.4,1.4,3.4,3.0,3.0,3.7,3.4,3.4,3.0,1.7,3.4,4.0,3.4,2.729
2.4,4.0,4.0,3.7,4.0,3.7,3.0,4.0,3.4,3.4,4.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,2.4,4.0,3.7,3.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.4,3.737
2.4,2.0,3.0,2.4,3.0,3.4,3.4,4.0,3.7,4.0,4.0,1.4,2.4,2.7,3.4,2.7,4.0,2.4,3.0,3.4,2.4,2.7,3.7,3.0,2.4,3.4,2.7,3.0,3.7,2.4,2.7,4.0,1.7,3.06
2.0,2.7,3.0,3.7,3.4,3.4,3.4,3.7,2.4,2.4,3.0,3.7,2.0,3.0,3.0,3.4,3.4,3.4,2.0,3.4,3.0,3.0,3.4,2.7,2.4,3.4,3.4,3.0,2.7,2.0,3.4,4.0,2.0,3.033
3.4,3.0,4.0,3.7,4.0,3.4,3.7,4.0,3.7,3.0,3.4,3.7,2.0,2.4,4.0,3.7,3.4,3.4,3.0,3.4,3.7,3.7,4.0,3.0,2.4,3.7,4.0,3.4,3.4,3.0,3.7,4.0,3.4,3.476
1.4,1.0,3.7,1.0,2.0,1.7,3.0,1.4,1.4,1.0,1.0,3.4,1.0,4.0,3.0,1.4,2.0,1.7,3.0,1.7,3.0,1.0,3.0,2.7,1.0,2.7,1.7,2.4,2.4,1.7,1.7,4.0,2.0,2.191
1.0,1.4,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.4,1.0,3.7,1.0,1.0,3.4,3.4,1.0,2.0,1.0,3.4,3.0,1.7,3.4,3.0,2.0,3.0,2.7,3.0,2.7,1.4,2.4,4.0,2.0,2.266
2.7,3.4,3.4,2.0,3.7,3.0,3.7,4.0,3.7,3.4,3.7,4.0,3.0,2.7,3.7,3.7,4.0,2.7,3.0,4.0,4.0,3.0,3.7,3.0,2.4,3.4,3.4,3.7,3.7,2.0,3.4,4.0,3.0,3.33
2.0,4.0,1.0,3.0,3.7,3.7,2.0,1.7,1.4,1.7,1.0,1.4,1.0,1.0,1.0,1.7,1.7,1.7,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.7,1.4,1.4,1.0,1.0,2.0,3.7,2.0,1.886
1.7,2.7,3.4,2.0,3.7,1.7,3.4,2.4,3.4,2.7,3.0,4.0,1.0,1.4,3.4,3.4,3.4,3.0,2.7,3.4,3.0,1.7,3.0,3.4,1.7,3.4,3.4,3.0,3.4,1.0,3.7,4.0,2.7,2.914
1.0,1.4,3.0,1.4,2.0,1.0,3.4,1.0,1.7,1.0,1.4,3.4,1.0,3.4,2.0,2.4,1.7,2.7,1.0,2.0,1.0,3.7,2.0,2.0,1.0,2.4,1.0,2.0,1.4,3.7,1.7,3.0,2.0,2.028
3.0,3.4,4.0,3.7,4.0,4.0,3.7,4.0,3.0,3.4,3.7,4.0,4.0,3.0,4.0,3.7,3.7,3.7,3.7,3.7,3.4,3.0,4.0,3.0,3.0,3.7,3.7,4.0,4.0,3.0,3.7,4.0,3.0,3.574
1.0,2.0,1.0,1.0,2.0,2.7,3.0,1.0,1.7,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.4,2.4,1.7,2.0,2.0,1.0,3.0,1.7,1.4,2.7,3.0,1.4,3.7,1.4,1.7,3.7,2.4,1.955
1.0,2.0,1.0,1.0,2.0,1.7,2.4,3.0,2.0,3.4,2.0,2.0,1.0,1.4,3.0,2.0,1.4,2.7,2.7,2.0,2.0,1.4,2.4,2.7,2.0,2.7,1.0,1.4,1.7,2.4,1.0,3.4,2.0,2.003
2.4,2.7,2.4,3.0,3.7,1.7,3.7,4.0,3.0,2.4,1.7,3.4,3.4,3.4,3.7,3.7,3.4,4.0,3.4,3.4,3.7,3.0,3.7,2.7,2.4,3.7,2.7,3.0,3.7,1.0,3.7,4.0,3.7,3.259
2.4,3.7,4.0,3.0,4.0,3.0,2.7,4.0,3.0,3.7,4.0,3.0,4.0,3.0,4.0,3.4,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.7,3.4,4.0,3.4,4.0,4.0,3.7,4.0,4.0,3.7,3.641
1.0,2.4,3.4,1.4,2.7,1.7,4.0,3.7,1.4,1.0,1.7,3.7,2.4,2.7,3.4,3.0,3.0,2.0,1.7,3.4,3.0,3.0,3.4,2.7,1.0,2.7,2.0,3.0,2.7,1.7,2.7,4.0,2.7,2.599
2.4,2.7,2.4,1.7,2.7,2.7,3.0,2.4,2.0,1.7,1.4,2.4,1.0,1.4,2.7,2.4,3.0,2.4,1.0,3.0,3.0,1.0,1.7,1.4,1.4,3.0,1.7,2.7,2.0,1.0,1.4,3.7,1.0,2.188
2.0,1.7,2.4,1.7,2.4,1.4,3.7,2.4,1.4,3.4,2.7,3.4,1.7,2.7,3.7,2.0,3.0,2.7,2.4,3.0,2.0,1.7,3.4,2.0,1.7,3.0,2.0,3.4,3.4,1.7,3.4,4.0,2.0,2.716
3.0,2.0,2.7,2.4,3.7,2.0,3.4,3.4,3.0,2.7,2.7,3.7,1.0,2.4,3.7,3.4,2.0,3.7,2.0,2.4,2.7,2.4,3.4,2.7,1.4,3.0,2.7,3.0,2.7,1.0,1.7,3.7,2.4,2.619
2.0,2.7,2.7,3.0,3.4,2.0,3.4,3.7,2.4,2.7,3.7,3.7,3.4,2.4,3.4,3.7,3.0,2.4,2.0,3.4,3.7,3.0,3.0,2.7,2.0,3.4,2.0,3.4,3.4,1.7,3.7,4.0,2.7,2.995
1.0,1.7,1.0,1.4,2.4,2.7,2.7,1.7,1.4,1.0,1.0,2.0,1.0,1.0,2.4,2.4,2.0,2.0,1.0,2.4,3.7,1.0,2.7,2.0,1.7,1.7,1.4,1.7,3.7,1.4,1.7,4.0,1.4,1.936
3.4,3.4,4.0,2.4,3.7,3.0,3.4,3.4,3.7,4.0,4.0,3.7,2.7,3.0,4.0,3.7,4.0,2.4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.4,3.0,4.0,3.4,3.7,4.0,4.0,2.7,3.615
3.0,2.7,1.4,2.0,2.4,1.4,3.4,3.0,1.4,2.4,3.0,3.4,1.7,1.4,2.7,2.7,2.4,2.4,1.7,2.0,3.4,1.7,3.4,1.0,1.0,3.4,1.7,2.0,3.0,1.4,2.4,4.0,2.4,2.488
3.7,4.0,3.0,3.4,4.0,2.7,3.0,4.0,3.0,2.7,3.4,3.0,3.4,3.0,3.7,3.4,4.0,2.4,3.4,3.7,3.7,3.7,3.7,2.7,2.7,3.7,3.4,3.4,3.7,2.0,3.4,4.0,3.4,3.408
1.0,1.0,3.0,1.7,2.4,3.0,2.7,2.4,2.0,1.4,1.7,2.7,1.0,1.7,3.4,3.0,1.4,2.0,2.0,2.7,2.0,1.4,3.4,3.0,2.0,3.4,3.0,3.0,3.0,1.4,2.7,4.0,2.7,2.49
1.0,1.0,3.0,2.4,1.0,2.7,3.0,2.7,2.7,1.0,1.7,2.4,2.0,0.0,1.4,2.0,1.7,1.0,1.4,1.4,3.0,1.0,1.0,1.4,0.0,3.0,3.0,1.0,2.0,2.4,1.0,2.0,0.0,1.804
2.0,2.7,3.0,2.4,3.4,2.7,3.4,3.0,3.0,1.4,2.7,2.4,3.0,1.0,3.4,3.7,2.7,1.7,2.7,3.0,3.7,2.0,3.7,3.0,2.4,3.0,3.4,3.0,2.0,3.0,2.0,4.0,2.4,2.88
2.7,3.7,4.0,3.4,3.7,3.0,3.4,4.0,3.7,3.4,4.0,3.7,3.4,2.4,3.4,3.0,4.0,2.7,3.0,3.7,3.4,3.7,2.7,2.4,2.4,3.4,1.0,2.0,3.0,2.4,2.7,4.0,3.0,3.184
2.4,3.0,2.7,3.0,4.0,2.0,3.7,3.4,3.0,2.7,3.4,3.7,1.4,2.0,3.4,1.7,3.0,1.4,2.0,3.0,3.7,2.7,3.4,2.0,2.4,3.4,3.0,3.0,3.0,1.7,2.7,4.0,3.4,2.984
3.4,3.0,2.7,3.4,2.7,3.0,3.0,2.7,1.7,1.4,1.7,2.7,1.4,2.7,3.0,3.0,3.0,2.7,1.0,3.4,2.4,1.7,3.0,2.0,1.7,2.7,1.4,1.0,1.7,1.0,2.7,3.4,1.4,2.384
1.7,1.7,1.0,2.0,2.7,1.4,3.0,1.4,3.0,1.4,1.4,3.0,3.0,2.7,3.4,2.7,1.4,2.4,2.0,3.4,2.0,1.7,2.0,1.7,1.4,2.0,1.0,3.7,1.7,1.4,2.0,4.0,2.0,2.236
2.4,3.0,3.7,4.0,4.0,3.4,3.7,4.0,2.7,2.4,2.7,4.0,2.0,3.0,3.0,2.7,2.7,1.7,2.0,3.4,3.7,2.7,3.7,2.7,2.7,3.0,2.7,4.0,3.0,2.4,3.4,4.0,3.4,3.09
3.0,3.0,4.0,3.4,4.0,4.0,3.4,4.0,3.7,2.7,3.7,4.0,4.0,3.0,3.7,3.7,3.7,3.7,4.0,4.0,4.0,3.7,4.0,3.0,4.0,3.7,3.4,4.0,4.0,2.7,3.7,4.0,3.4,3.689
1.0,1.0,1.0,1.0,1.7,1.7,1.7,2.4,2.0,1.0,2.7,3.4,1.0,1.0,1.7,3.0,3.0,1.7,2.0,2.0,1.4,1.0,2.0,1.4,2.0,2.0,3.7,4.0,3.7,3.0,2.7,4.0,1.4,2.084
3.0,2.0,3.4,3.4,4.0,3.4,3.7,3.4,3.4,2.7,3.4,4.0,3.0,3.0,4.0,4.0,2.7,3.0,3.4,3.7,3.7,3.0,3.7,3.0,3.0,3.4,3.4,4.0,3.7,2.4,4.0,4.0,2.7,3.396
3.4,3.7,4.0,3.4,3.7,4.0,3.4,3.7,4.0,3.4,4.0,3.7,3.7,3.0,4.0,3.7,3.7,4.0,4.0,4.0,3.7,3.4,4.0,2.0,4.0,3.0,2.4,4.0,4.0,3.4,3.7,4.0,3.7,3.651
4.0,3.7,4.0,3.4,3.4,3.4,3.7,3.4,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,3.7,3.0,3.7,4.0,3.4,4.0,4.0,3.0,3.0,3.7,3.0,4.0,4.0,3.0,4.0,4.0,3.7,3.714
1.0,1.4,2.7,2.4,1.4,1.0,2.7,1.0,2.0,1.4,1.7,2.7,1.0,4.0,1.7,1.7,1.4,1.7,1.0,2.0,2.0,1.0,1.0,1.4,0.0,3.0,1.0,2.4,2.0,2.4,1.0,4.0,1.4,1.713
3.0,4.0,4.0,3.0,3.4,4.0,3.4,2.7,4.0,4.0,4.0,3.7,3.7,3.4,3.4,2.7,4.0,4.0,4.0,3.7,4.0,4.0,3.7,2.4,3.4,3.4,2.0,3.4,4.0,3.7,2.7,4.0,2.7,3.387
2.4,3.4,3.7,3.4,4.0,4.0,3.4,4.0,3.0,2.7,4.0,3.4,3.0,3.4,3.7,3.4,4.0,3.4,3.4,4.0,3.7,3.0,4.0,2.7,3.4,3.7,3.7,4.0,3.0,2.7,4.0,4.0,3.0,3.492
3.0,3.0,3.7,3.7,3.4,3.7,3.4,4.0,2.7,3.0,3.4,4.0,2.7,3.0,3.4,3.4,3.4,3.0,3.0,3.4,3.7,3.7,4.0,3.0,2.4,3.7,3.7,4.0,4.0,2.0,3.4,4.0,3.4,3.392
3.4,3.4,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.4,4.0,3.7,4.0,3.4,3.4,2.7,3.0,3.7,4.0,3.4,4.0,3.7,2.7,3.7,3.4,3.4,4.0,3.4,3.4,3.4,4.0,3.7,3.451
3.0,3.7,4.0,3.7,3.7,3.7,3.4,4.0,3.0,3.4,3.7,3.7,4.0,3.7,4.0,4.0,3.4,3.0,3.7,4.0,3.7,4.0,4.0,2.7,3.7,4.0,3.7,4.0,4.0,3.4,4.0,4.0,3.4,3.694
2.0,3.0,4.0,3.4,4.0,3.7,3.0,4.0,3.0,2.7,2.7,3.7,2.0,3.0,3.7,2.7,3.4,2.0,3.0,3.7,3.0,3.0,3.7,2.7,3.0,3.4,3.7,3.7,3.7,2.4,3.7,4.0,2.7,3.253
3.7,3.7,4.0,3.4,4.0,4.0,3.4,4.0,3.4,3.4,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,3.7,3.806
3.7,4.0,3.4,3.4,4.0,3.4,3.4,4.0,3.7,3.4,4.0,4.0,3.4,3.4,3.7,3.7,3.7,3.0,3.4,4.0,4.0,3.7,3.4,2.7,3.0,3.0,3.4,4.0,4.0,2.4,3.4,4.0,3.0,3.477
1.4,2.7,2.7,3.4,3.7,4.0,3.0,3.7,2.0,2.7,3.0,3.4,3.4,4.0,4.0,3.4,3.4,2.4,3.4,4.0,3.0,3.0,4.0,3.0,3.0,3.7,3.0,4.0,4.0,2.4,4.0,4.0,3.7,3.389
3.4,4.0,4.0,4.0,4.0,3.7,3.4,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.4,3.82
1.0,2.4,2.7,2.4,3.7,2.0,3.0,3.4,1.0,3.4,2.7,4.0,3.0,3.4,3.7,3.4,3.0,3.0,2.4,3.7,3.0,3.0,4.0,3.0,3.0,3.4,3.4,3.7,2.4,3.0,2.7,4.0,2.4,3.063
2.7,1.4,3.7,3.0,4.0,2.0,3.0,3.7,2.4,2.0,3.0,4.0,2.0,2.4,3.7,4.0,3.0,3.0,2.4,4.0,2.0,2.4,4.0,3.4,2.4,3.7,3.4,4.0,4.0,2.4,3.4,4.0,3.7,3.226
3.0,3.7,4.0,2.7,4.0,4.0,3.7,4.0,3.7,3.0,3.7,3.7,4.0,3.7,4.0,3.7,4.0,2.4,4.0,4.0,3.7,4.0,4.0,2.7,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.721
2.7,3.4,4.0,4.0,4.0,4.0,3.4,4.0,3.7,3.7,4.0,3.7,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,3.7,3.795
2.7,3.4,4.0,3.4,3.7,2.7,3.0,4.0,3.0,2.7,3.4,4.0,2.0,3.0,3.7,3.7,3.7,3.0,3.7,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.7,4.0,3.4,3.7,4.0,3.7,3.485
3.4,4.0,4.0,3.4,4.0,3.7,3.7,3.0,4.0,4.0,4.0,3.4,2.0,1.0,3.4,3.0,3.7,2.4,3.4,3.7,3.4,3.7,3.0,3.0,3.4,3.7,4.0,4.0,3.7,3.0,2.4,4.0,2.4,3.437
1.4,3.7,3.0,3.4,2.0,1.7,3.4,2.4,2.0,1.4,1.4,3.0,4.0,1.0,3.0,2.7,2.0,2.4,2.0,2.4,2.7,1.0,3.7,2.7,2.0,2.7,2.0,3.7,1.4,2.4,3.0,4.0,2.0,2.512
2.0,3.4,4.0,3.7,4.0,4.0,3.7,4.0,3.4,3.4,3.7,4.0,2.7,3.7,3.7,4.0,3.7,3.0,3.7,4.0,3.0,2.4,4.0,2.7,3.7,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.618
2.4,3.4,3.0,3.0,4.0,3.4,3.4,4.0,3.0,4.0,3.7,4.0,2.7,3.4,4.0,4.0,4.0,2.4,4.0,3.7,3.4,3.7,4.0,3.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.4,3.631
3.7,3.0,3.7,4.0,4.0,3.7,3.7,4.0,3.4,3.0,3.4,3.4,3.0,3.4,4.0,4.0,4.0,3.4,4.0,3.7,3.4,4.0,4.0,3.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,3.707
2.4,2.4,3.0,2.4,4.0,3.0,3.4,4.0,2.4,1.4,1.4,4.0,3.4,3.7,3.7,3.7,2.7,3.7,2.7,3.4,2.7,2.7,3.7,3.0,2.4,3.4,3.7,3.7,3.4,2.7,3.4,4.0,3.0,3.156
2.0,3.4,4.0,3.4,4.0,3.0,3.4,3.4,2.7,2.4,3.4,3.7,3.7,3.4,3.4,3.7,3.4,3.7,3.4,3.7,3.4,3.4,3.7,2.7,3.0,3.7,4.0,4.0,4.0,2.7,4.0,4.0,3.7,3.491
1.0,2.0,3.0,2.7,2.7,2.7,3.4,4.0,1.4,2.0,1.7,3.4,1.7,2.7,3.0,3.4,2.0,3.0,2.4,3.0,2.4,1.4,3.4,2.4,2.7,3.0,2.4,3.4,3.4,2.7,1.0,3.7,1.4,2.478
2.4,2.0,3.7,3.4,4.0,3.4,3.7,4.0,3.0,3.0,3.7,3.4,3.4,3.7,3.7,3.7,3.7,3.0,3.7,4.0,3.4,3.7,3.7,3.0,3.4,4.0,3.7,4.0,4.0,3.0,3.7,4.0,3.7,3.554
3.4,1.0,1.7,2.0,3.4,1.4,3.7,2.4,1.7,2.0,1.7,3.0,1.0,1.0,3.4,2.7,1.7,2.4,2.0,3.7,3.7,2.0,3.4,2.4,1.7,3.4,3.0,3.7,2.0,2.0,2.0,3.7,2.4,2.557
